,text,label
985, ফালতু attitude তিশার,0
986, এই জিনিসটা খারাপ লাগে শেষে মিল হয় না দুত বাল🤬,0
987, তিশার দুধ বড হয়ে গেসে,0
988," খানকিরপুলারা মানুষের নাম নিয়ে ফাজলামি করো,,, মাদারচুদের বাচ্ছারা,, কামাল নাম কি ফাজলামি করার নাম।",0
989, ওমি খানকির ছেলের সব নটকে বাজে কথা থাকে!,0
990, আমার কাছে বেশি ভালো লাগে নাই।,0
991, এই মেয়ে ছাড়া কি আর নায়িকা নাই। তার অভিনয় একটু ও ভাল লাগে না।,0
992,বিয়ে শাদী করে দেওয়ার পর বলছে শেষে বলছে আমি ভালোবাসতাম । হাস্যকর নাটক.......,0
993," ব্যাকগ্রাউন্ড মিউজিক সেই লেভেলের বাজে, সাউন্ডটার ভলিউম কম হলে ভালো হত",0
994, কোন স্ক্রিপই ভালো না। ফালতু,0
995,শেষ ফিনিশিং টা ভালো হয়নি,0
996, আপনাদের প্রত্যেকটা নাটকের সাউন্ড সিস্টেম এতটা খারাপ কেন। বিষয় টা দেখবেন।,0
997, আসসালামু আলাইকুম এই নাটকটা যারা বানিয়েছেন তারা ফাহিম নামটা পাল্টে দেন আর না হলে আমি থানায় জিডি করব এই নাটকের একটার যারা তাদের কেউ দোষারোপ করব আর যারা ক্যামেরাম্যান তাদেরকে অনুসরণ করব জলদি জলদি এই নাটকটা ইউটিউব থেকে ডিলিট করে দেন আর না হলে নামটা পাল্টে দেন মনে রাখে না না হলে সামনে বিপদে পড়তে পারেন,0
998, কুকুরের বাচ্চার নাম একজন মুসলমানের নামে রাখা হয়েছে এতে মুসলিমকে খাটো করা হয়েছে আমি এর তীব্র নিন্দা ও প্রতিবাদ জানাচ্ছি,0
999, হাস্যকর বিষয় এই নাটকে একটা     কুকুরকে বানানো হয়েছে বেবি,0
1000, কুকুরের নাম ফাহিম এইটা খুব খারাপ হলো,0
1001, কুকুরের নাম ফাহিম হবে কেনও?  এটা একটা  অসুস্ত মনের পরিচয়।,0
1002, নাস্তিক টারে দেখলে মন খারাপ হয়ে যায়,0
1003," সেদিনই প্রিয় লিষ্ঠ থেকে সাফা কবিরকে বাদ দিয়েছি যেদিন ইসলাম সম্পর্কে না জেনে বলেছিলে ""যা দেখিনা বিশ্বাস করি না""।দুঃখ লাগে যখন প্রিয় celebrity রা ইসলাম সম্পর্ক কিছু বললে।সাফা কবির ও ছিল এখন নেই।।।।",0
1004, এই পাজিল নাইকাকে কেন নাটকে নিছেন,0
1005, নাস্তিক আর কুত্তার জন্ম যাদের সেই নোংরা পরিবার এই নাটকে,0
1006," ছি ছি সাফা কবির , তুমি এটা কি বললে ??? তোমার কত বড় ফ্যান ছিলাম আমি আর তুমি কিনা শেষে এই কান্ড করে বসলে  ছি ছি তোমার মুখ দেখতে আমার জঘন্য লাগছে । আগে আল্লাহর কাছে দোয়া করতাম যাতে উনি তোমাকে সুস্থ রাখে আর এখন করব যাতে তিনি তোমার উপর গজব ফেলে । তোমার ডাই হার্ট ফ্যান ছিলাম আমি and now me become your haters . So shame of you . পরকালে বিশ্বাস কর না তো যেদিন কবরে যাবার ডাক আসবে সেদিন বুঝবা পরকাল কি জিনিস",0
1007, ফাহিম নামকে অপমান করা হইছে। তীব্র  প্রতিবাদ ও ঘৃনা জানাচ্ছি।,0
1008, বাংলাদেশি নাটক গুলা কোন দিকে যাচ্ছে যানি না। তবে আমাদের দেশের মেয়েরা দিনে দিনে এ্যানিম্যাল সেক্সের পতি আসক্ত হয়ে পরছে নিশ্চিত । বাবা মায়েদের উচিত আপনার মেয়েকে এই জঘন্য আসক্তি থেকে বাচাতে কুকুর পোষা বা কুকুর নিয়ে এক বিছানা থাকা   থেকে বিরত রাখুন ।,0
1009, কুকুর এই নাম টা রাখা ঠিক হয় নাই,0
1010, বালের একটা নাটক ভিউ দেখে দেখলাম   শুধু  শুধু  সময় টা নষ্ট  করলাম,0
1011," হালার পো হালা,আমার নাম দিয়া বানাইছে,এখন সবাই পচায়,,আর নাম আসিলো না",0
1012," আয়রে বাংলাদেশ  কুকুরের নাম ফাইম চিন্তা কয়র না জাহান্নমে পিছনে ডাকে,,,,,,,,,,,?",0
1013, মোটা মোটা বাঁশ আর লইতে পারছি না বাব,0
1014, হারাম জাদা পরিচালক.. কুত্তার বাচ্চা না হইলে কি আর একটা কুকুরের নাম ফাহিম রাখে। তোর নিজের নাম রাখলেই পারতি... স্টুপিড কোথাকার...,0
1015," জানের টুকরা আমার কয়া ফেলাওভালো ছিল but কুত্তার  নাম ""ফাহিম"" রাখা ঠিক হয় নাই। পরিচালক আপনি যদি কুত্তা বা কুত্তার বাচ্চা না হয়ে থাকেন তাহলে দয়া করে এধরণে কাজ ২য় বার করবেন না।",0
1016, নাটকের ভাষা গুলো ভালো লাগলো না,0
1017, কুকুর নিয়ে অত বাডাবাডী ঠিক হয়নি,0
1018, ওরে ব্বাস মা কি ডেঞ্জারাস,0
1019, জটিল নাটক  !!!হা হা হা!!!,0
1020, চুপ আপনি ফাজিল আপনার মেয়ে ফাজিল আপনি অসভ্য আপনার মেয়ে অসভ্য,0
1021, এই মলিলা মজার নাটক নস্ত করে দেই ব্যবহার অনেক খারাপ,0
1022, আচ্ছা আমি কিভাবে সিন গুলো আগেই বলতে পারি যে এটা হতে চলেছে  মজা পাইনা,0
1023, very funny..সাফার ঢং দেখলে গাঁ জ্বলে।।,0
1024, সালা আসলেই ফাজিল!,0
1025, মিউজিক ভালো না,0
1026, লাস্ট সিন এটা খারাপ লাগছে মিথ্যা অভিনয় করছে অভিনয় তো সবই মিথ্যা but অনেক বেশি মিথ্যা অভিনয় করছে,0
1027, এ কেমন ফাযলামি,0
1028," এই বালের মেয়েটার নেকামো দেখলে,  মেজাজ খারাপ হয়ে যায়,,,,,,,",0
1029," ""এত মোটা বাশ নিতে পারছি না বাবা """,0
1030, বেশি নেকামি.তাই কিছুখন দেখে বাদ দিলাম,0
1031, নাইকাটা ভালো ছিলো না।,0
1032, ফালতু  আগা মাথা কিচ্চু নাইনাটক এর....,0
1033," আদিখ্যেতা বেশি,,ততটা ভাল লাগেনি।",0
1034, ফালতু নাটক। যত সব আবালরা এই নাটক গুলা দেখে।,0
1035, মনিরা মিঠুর অভিনয়টা বিরক্তিকর কন্ঠটা বেশি বিরক্ত লাগে!,0
1036, সাফার অভিনয় দিনদিন খারাপের দিকে যাচ্ছে....,0
1037, ফালতু! কুকুর নিয়ে মুসলিমের বাচ্চা ইতরামি করছে!!! কুকুর গায়ে লাগানো গুনাহর কাজ। কুকুর নিয়ে এসব করা ঠিক না।,0
1038, আসলেই একটা ফাজিল...,0
1039, Last seen ভুল আছে একই সর্ট একবার দিনে আবার রাতে,0
1040, একটা কুকুরের নাম ফাহিম ?ফালতু যতসব ন্যাকানমি🤬🤯,0
1041, কুত্তাই তো অপরাধী,0
1042, তোমার কুত্তা দেহি পাশের বিল্ডিং এর চিপায় দেশি কুত্তার লগে খেলতাচে  আর শেষের সিন টা অনেক্সপেক্টেড ১ সেকেন্ডের জন্য পুরাই বোকা হইয়া গেলাম,0
1043, সাফার অতিরিক্ত ডং দেখলে মাথাডা গরম হইয়া যায়,0
1044, এই ভাবে মা বাবার কাছে বলার কি দরকার ছিল? কেন ঘটক বেটা কি দোষ করলো? হাইরে এই জন্য আজ(ঘটক) সমাজ থেকে বিলুপ্ত প্রানি,0
1045," ওরেস শালা, লাস্টের সিন টা অস্থির ছিলো",0
1046, সাউন্ট খারাপ,0
1047, পুরাণ ঢাকার মানুষ তো বিরিয়ানি টিরিয়ানি খাইয়া মাথা খারাপ হইয়া গেছিল তো তাই এমন করছি,0
1048, কুত্তার নাম  আর মানুষের নাম এক আজব,0
1049," কি সব কুততা নিয়ে  নাটক ,দেখলে বমি  আসে ,ওদের অভিনয়  আমার  খুব  পছন্দ  ,কিন্তু সেটা আমাদের  ধমীর্য়  নিষিদ্ধ কুততা ,দয়া করে কুর্তা  নিয়ে  সামনে নাটক করবেন না।পরিচালক ভাই।",0
1050, কুত্তার নাম ফাহিম মেজাজটাই খারাপ হয়ে গেল,0
1051, হালার এই কিছু কিছু ফাহিম কুত্তার চাইতে ও খারাপ হয়। life টা  পুরা hell  কইরা দিছে...!!! যাদের ফাহিম নামের ফ্রেন্ড আছে  তারাই শুধু বুঝে যে হালারা কি pain...,0
1052, কুকুরটার জন্য নাটকটা ভালো হয় নাই।,0
1053, ফাজিল কখনো মানুষ হয়না,0
1054," সাউন্ড এর কারনে মজার নাটকটার বারোটা বেজে গেছে, মাঝে মধ্যে শোনা যায়না, মাঝে মধ্যে কান ফেটে যায়",0
1055, বাজে নাটক,0
1056," নাপাক কুত্তা যে জিনিষে লাগে তা ৭বার ধৌত করতে হয়, আর এরা তো দেখলা ছি ছি ছি, কোলে তুলে গায়ে লাগাচ্ছে...ওয়াক থু।।।।",0
1057, শেষ মেস একটা কুত্তার নামও ফাহিম  আর কোন নাম কি দেশে ছিলও না???,0
1058, বাজে নাটক। আর কোন কনসেপ্ট পেলনা মাদারচোত পরিচালক।,0
1059," ফালতু এক নাটক পরিবারের সম্পর্ক নিয়ে এরকম,,,? তবে শুধু funny নাটক বললেই হবে কিন্তু কোন ভিত্তিহীন",0
1060," এমন বেয়াদব ছেলে, হাইরে নিজের জন্য ফ্যামিলিকে।বাজে কনসেপ্ট",0
1061, এটা আমার জীবনের সবচেয়ে বাজে নাটক দেখলাম আজ।,0
1062, এসব নাটক বানানোর মাধ্যমে সমাজে খারাপ মেসেজ দেয়া হচ্ছে।নাটক হইলো সমাজের দর্পন সেখানে বাবা মাকে এইভাবে ঠকানোর কাহিনী করে কেমনে।,0
1063, ফালতু একটা নাটক,0
1064," তাহাসান অভিনীত আমার দেখা সেরা ফালতু নাটক,  গাঞ্জাখোর পরিচালক!!",0
1065, ফালতু নাটক,0
1066, একটা ফালতু নাটক,0
1067, খুবই ফালতু নাটক।তাহসান ভাইয়ের কাছে এটা আশা করিনি।।।।।।আসলে বুঝতেছি না শিক্ষিত মানুষ গুলো দিন দিন গরধবে পরিণত হচ্ছে।।এদের কি নূন্যতম ও জ্ঞান নেই।।।কোথায় এদের বিবেক গিয়ে দাড়ালো।।।,0
1068, পুরাই ফালতু নাটক শুধু সময় অপচয়,0
1069, ফালতু...।,0
1070, ফালতু একটা নাটক,0
1071, বিয়াদবীর একটা সিমা তাকা দরখার,0
1072, কি ফালতু  গল্প,0
1073, পুরাই ফালতু।,0
1074, সময় নষ্ট ছাড়া আর কিছুই না। ফালতু নাটক।,0
1075, ফালতু নাটক,0
1076," শুধু মাত্র হানিমুন করার জন্য ডিবোর্সের কাহিনি,,যতসব ফালতু",0
1077, জীবনের সেরা ফালতু নাটক!,0
1078, ভাল লাগে না,0
1079," ভোদাই মার্কা নাটক,,,তাহসানের ফালতু নাটক",0
1080, ফালতু নাটক,0
1081, তাহসানের কাছ থেকে এই ধরনের বাজে নাটক আশা করিনি......ফালতু...।,0
1082, এই ধরনের নাটক তাহসান ভাইয়ের কাছ থেকে আশা করা যায় না। খুবই বাজে একটা বিষয় তুলে ধরা হয়েছে।,0
1083, মস্তিষ্ক কতটা বিকৃত হলে মানুষ এই ধরনের নাটক তৈরি করে? বাবা কৃপণ বলে ডিভোর্সের এক্টিং করে হানিমুনের টাকা দায় করতে হবে? রাবিশ,0
1084," এত ফালতু, প্রতারণা মুলক",0
1085, মুসুল্লির অভাব নাই YouTube e butনামাজের সময় মাসজিদ ফাকা,0
1086, মাগার এত এড কেন আসে।  কে  এই চেনেল এর মালিক পাগল সুদা নাকি,0
1087," চোরের ঘরে চোর জীবনেও তগো চুরির স্বভাব যাইবো না,প্রেমাম মুভি ব্যাকগ্রাউন্ড মিউজিক চুরি করে নাটকে লাগাইয়া দিসে",0
1088, এমন লোক আছে যারা নাটক দেখতে এসে ধর্ম নিয়ে কথা বলে। আরে ধর্ম ধর্মের মধ্যে সীমাবদ্ধ। অহংকার করার জায়গা পায়না তারা,0
1089, এই ফাউল নাটকের ৯ মিলিয়ন ভিউ..!,0
1090, আপি আপনি খুব বেশি নেকামি করেন ।,0
1091, প্রথম দিকে তিশা কে পাগলের মত লাগসে স্কুল  ডেইছে,0
1092, এই নাটকে dislike দেয় কোন বুদ্ধিজীবীরা!!,0
1093, সালা মিউজিক টা গাঢ় মারলো নাটক টার,0
1094, অস্থির..,0
1095," বালের ভালোবাসা, সবই দুচানোর ধান্ধা।",0
1096, প্রেমের অভীনয করাতে সারিকা ও তানজিন তিশাকেই সুন্দর মানায় ।তানিয়াবৃষ্টি ও ভাল ।অন্য সব ফালতু নায়িকা ।,0
1097, ফালতু নাটক,0
1098, তিসা এতো রাতে অপোর্ব বশ এর সাথে গুরতেছে কেন...?,0
1099, তিসার নেকামি একটু বেশি হয়ে গেল এ নাটকে......,0
1100, আমি যে কি বোলবো উনার নাটকের ভাষা খুজে পাইনা আমি যে তার জন্য এতো পাগল আমি সেটা বুজাতে পারবো না,0
1101," পার্কে এক আপু দাঁড়িয়ে দাড়িয়ে কিস খাইতেছিলো।বললাম বসে খান,বসে খাওয়া সুন্নাত। অমনি আমাকে বেয়াদব বইলা গালি দিল,বয়ফ্রেন্ড তেড়ে মারতে এল।",0
1102, গায়ে হলুদ এর পর কি হলো !!! কিছুই বুঝলাম না....শেষটুকু গোলমেলে হয়ে গেলো,0
1103, কোন আবাল রা যে dislike দেয় বুঝিনা।,0
1104," আমার দেখা সব থেকে বাজে নাটক,,,,,",0
1105, যারা ডিসলাইক দিছে নিশ্চয়ই তারা ঘুসখোর,0
1106, একটা বিষয় এসএসসির পর স্কুল ড্রেস পড়ে স্কুলে কি!স্কুল থেকে নিয়ে আসতে হলো ক্যান?!এমনিই তো কাহিনী ঠিকঠাক ছিল...,0
1107, জারা dislike দিইয়েসে তারা কারা? তারা আবাল,0
1108," যে যত প্রশংসায় করুক, ফিনিশিং টা অতটা ভাল ছিলো না",0
1109, বেয়াদব তিশা,0
1110, এমন একটা বাচ্চা মেয়ে আনারও ছিলো কিন্ত তার সাথে আমার জমতো খুব কম সে আমার আন্টি কথায় কথায় কিস করতো লুচু আন্টি  আমায় নিয়ে পালাতে চায়। অবশেষে রহশ্য ফাস হওয়ার পর আন্টি কে আর দেখা হয়নি ৩বছর পর তার বিয়ে লুচু আন্টি খুব মনে পরলো নাটক টা দেখে সব খেলা দুলা,0
1111, এত বড় ঢামড়ী মেয়েদের কে স্কুল ড্রেসে দেখতে জাস্ট বিরক্ত লাগে,0
1112, লাস্ট ফিনিশিংটা ভালো হয় নাই,0
1113," ভুয়া নাটকগুলা যে বানান,অল্প ইকটু বাস্তব হলেও তো চলে,দিয়েছে SSC আবার বলে স্কুল থেকে নিয়ে এসেছে....",0
1114, ইচড়ে পাকা না হয়ে কি ভুল করে ফেললাম?!,0
1115, বিরতি অনেক বেশি থাকে। বিরতি গুলা ভাল লাগে না।এ কারনে নাটক দেখতে বিরক্তি লাগে।,0
1116, অপূর্ব সিগারেট তোমার সাথে যায় না!,0
1117, অসমভব সুনদর নাটক।,0
1118, শিহাব শাহীনের এই বাড়িটা কয়েকবার দেখলাম। ভাল লাগে না।,0
1119," নাটক টি ভাল লালেনি অপুব্ ভাবটা বেশি নিল """"""""""""",0
1120, নাম অনুযায়ী  কোন কল্পকাহিনী নেই....ফালতু একটা নাটক.... দেখে আরোও সময় নষ্ট করলাম,0
1121, নেকামি একটু বেশী হয়ে গেছে,0
1122, ভিরি টানা না থাকলে বালো হতো ।Apurba একটা বলদের মত কাজটা করলো ।,0
1123, একটু বেশি নেকামি হয়ে গেল না তিসার,0
1124, এটা হাইস্যকর,0
1125, Apurbo  ভালো অভিনেতা but আফরান নিসোর মতো সব ধরনের অভিনয় করতে পারেনা,0
1126, শেষটা ভালো করতে পারেনি,0
1127, মিলটা ভলো হয় নাই,0
1128, নাটকে নায়কের ভাব নেওয়া টা বেশি হয়ে গেছে। এটা ভাল লাগে নাই।,0
1129, আপু শাড়ী তে ভালো  ছোট পোসাকে না,0
1130, পরিচালক ফালতু নাটক ভানাই নিশু  ভাই ঠিক না,0
1131, এই রকম খারাব নাটক কি ভাবে করে নিশু  ভাইমেয়ে টির  পোসাক ভালো না আমরা নাটক দেখি ফ্যামিলি সাথে কি ভাবে দেখব নাটকে kiss করে তিশা আপু এই টা ঠিক না,0
1132, বাংলাদেশের নাটক আস্তে আস্তে অশ্লীলতার দিকে চলে যাচ্ছে।আর এটাকেই মানুষ স্মার্টনেস মনে করে।তিশা একটু অশালীন।,0
1133, ফালতু। তিশা নিশো দুইটারেই প্রস লাগসে। নিশো এত ফালতু হইলো কবে?,0
1134, খুব অহংকারী নাটক,0
1135," এখন বাংলাদেশের নাটকের মধ্যে এমন কাহিনি ডুকাইয়া বিভ্রান্তিকর করতেছে,  মা বাবা কে নিয়ে এক সাথে নাটক দেখতে ভয় করে",0
1136, ভাষা গুলো অনেক খারাপ,0
1137, নাটকের ভাষা গুলো এতো বাজে কেন ওড়না গুলো কি উড়ে গেছে,0
1138, বাজে হয়েছে।,0
1139, ফালতু একটা নাটক। এরকম নাটক নিশোর কাছ থেকে আশা করি না। এ নাটক আমাদের কি শিক্ষা দেয়?,0
1140," সব থেকে ফালতু নাটক এটা ,",0
1141, ফালতু  নাটক,0
1142, খুব খারাপ,0
1143," টাকা পাইলেই কি  এইসব নোংরা অভিনয় করতে হয় নাকি, যতসব ফালতু",0
1144, ফালতু নাটক। নিশো ভাই একটু ভালো নাটক করেন না।,0
1145, এমন ফালতু নাটক আরফান নিশো ভাইয়ের কাছে আশা করি নাই। একদমই ফালতু।,0
1146, তানজিন তিশা আমি তোমার একজন পাগলা বত্ত কিন্তু আমি তোমার পোশাকে হ্যাপি না,0
1147, ফালতু নাটক,0
1148," ফালতু,অতি বালের ফালতু।৪০ টা মিনিট সময় আমার নষ্ট হইলো",0
1149, এমন নাটক আজ সমাজের মাঝে ব্রেকাপ আবিজাবি কথা বলে ছেলেমেয়ে মা বাবার অবাদ্য হয়ে নানান অপকর্ম করছে,0
1150, আফরান নিশোর এই নাটকটা সত্যি একদম ফাল্তু। সব নাটক ভালো লাগে এই নাটকটা ভালো না।,0
1151, ফালতু একটা নাটক।,0
1152," ভাইয়া আমি আপনার এমন কোনো নাটক নাই যেগুলো দেখিনাই,,,আপনার অনেক বড় ভক্ত,কিন্তু ভাইয়া ইদানিং নাটক গুলাই কেমন জানি বাজে অঙ্গভঙ্গি বাড়ছে,,,প্লিজ আপনি এসব নাটক এর  অভিনয় করবেন না,,,",0
1153," নিশো ভাই,, নাটক দেখি আপনার,, ভালোই লাগেবাট নাটকের স্কীপ দেখে নাটক করুন। কিছু কিছু কথা খুবই বাজে লাগছে,, এগুলো আপনার কাছ থেকে আশা করিনি। আসলে এই সব বলে লাভ কি?মিডিয়া বলে কথা,, পদ্দার আড়ালে সবাই এক",0
1154," এমবি খরচ করে অ্যাড দেখতেছি,নাটকটা মনেহয় বছরের সবচেয়ে ফ্লপ নাটকের একটা হবে,বান্নাহ ভাই - নিশো ভাই - তিশার কাছ থেকে এমনটা আশাকরি নাহ্! আপনারা ইতিমধ্যে সবার মন জয় করে নিয়েছেন,বাট এধরনের নাটক করে মান ক্ষুন্ন করবেন না,প্লিজ",0
1155, ফালতু নাটক,0
1156, এত গালির পরও পোষাক পরিবর্তন হয় না,0
1157," নিশো দিন দিন খারাপ হয়ে যাচ্ছে,, অল্প দিনে অনেক কিছু পেলে যা হয় আর কি",0
1158," আমার বালের নাটক,, একদমই ভালো লাগে নাই",0
1159, মেয়েটার ড্রেস খুব  খারাপ।এ অবস্থা যদি হয় বাংলাদেশিি নাটকের অবস্হা । পরিবার নিয়ে আর দেখা যাবে না।,0
1160, ফালতু নাটক,0
1161," ভালো কিছুই নাই, খারাপ ভাব বঙ্গিমা,  একেবারে অশ্লিল। নিশোর কাছে এরকমটা আশা করিনাই",0
1162, ফালতু নাটকএভাবে চলতে থাকলে মিশুর ফ্যান কমব। আবার কিছু বাড়বেও,0
1163, নাটকের মধ্যে ধূমপান খুব বিরক্ত কর ।,0
1164, অনেক খারাপ হয়ে গেছে নিসুর মেয়ে নিয়ে,0
1165," নিশো ভাই,এই ধরনের নাটক করলে বেশি দিন টিকবেন না।টাকাই সব না। নিজের ব্যক্তিত্ব টাকার কাছে বিলিয়ে দিবেন নাVery sad Nisho",0
1166, বাজে নাটক এটা,0
1167, বান্না কুত্তার বাচ্ছার নাটকে দিন দিন অশ্লীল কথা বার্তা বাড়ছে। নাটক গুলো বর্তমান সময়ে ফ্যামিলিদের নিয়ে দেখা যায়না।,0
1168, বান্না মাগির পোলা যেমন লুচ্ছা খানকির পোলা ওই রকম লুচ্ছামি নাটক তৈরি করছে।,0
1169," নাটক আস্তে আস্তে খুব খারাফ হইতেছে, সব দোস পরিচালকের",0
1170, ভাই থেকে এমন নাটক আশা করা জায়না ডায়লগ গুলো খুব বাজে ছিলো,0
1171," আজকালকার রিলেশন গুলোই এই রকম, বিরক্ত হলাম নাটকটা দেখে",0
1172, এইসব ফালতু নাটক দিয়ে নিশো ভাইয়ের হোগা মারতেছে।,0
1173," কি শুরু করল নাটকে ভিউ বাড়ানোর জন্য,এত খারাপ ডায়লগ ব্যবহার,",0
1174, বাংলা নাটকের এত অধঃপতন এত বাঝে ডায়লগ,0
1175," ইদানিং এই জুটির নাটক গুলা সেম কাহিনি হচ্ছে, বাজে",0
1176, মাবরুর রশিদ বান্নাহ কি নাটকে শুধু অশ্লীল সংলাপ ই রাখবে? ফালতু পরিচালক!! সস্তা জনপ্রিয়তা লাভের অাশায় এমনটা করা মূর্খতা ছাড়া অার কিছু নয়,0
1177, যদি টাইট ছেঁড়া ফাটা জামাকাপড় পড়া আর অশালীনতাই সভ্যতার চিহ্ন হয়ে থাকে তাহলে সেই সভ্য সমাজের মাথায় পা রেখে বলছিথুথু ফেলি এই সভ্যদের মুখে,0
1178, অশালীন ভাষা ছি,0
1179, এত্ত অশালীন কেন???,0
1180, নোংরামি বেশী হয়ছে অসভ্য,0
1181, তানজিনাকে বেশ্যার মতো লাগে,0
1182," আপনাদের নাটকে কোনো ভাবেই কোনো অশ্লীল কথা শোভা পায়না আর তিশা, ড্রেসের এতো অবনতি",0
1183, ইদানিং বাংলা নাটকে শুধু গালি কেন নাটক কি গালি ছাড়া মার্কেট পায় না??,0
1184," ভাষা গুলো সবচেয়ে বাজে ছিল,",0
1185," ফালতু নাটক।ভাই আপনার নাটক এমনিতেই সুন্দর, অশ্লীল ভাষা ব্যবহার না করলেও পারতেন,যার ফলে নাটকের সু্ন্দয' শেষ হয়ে গেছে",0
1186, শিক্ষা কিছু নাই বাজে নাটক,0
1187, আমার দেখা এই ইদের সবচেয়ে ফালতু নাটক নিশো ভাই এইরকম ফালতু নাটকে অভিনয় কেন করলেন আমি বুঝতেসি না বান্নাহ ভাই থেকে এইরকম কাজ আশা করিনি,0
1188," নাটকটা সব দিক থেকে বাজে ছিলো,ইনডােরক্টলি সব বাজে কাজ ও স্মোকিংকে উৎসাহিত করা হয়েছে",0
1189, এই শালারাও মোশারফ করিমের মত ফাউল কথা কওয়া শুরু করে দিছে নাটক এর ভিতরে শালারা পাগল নাকি,0
1190, ফালতু নাটক,0
1191, বাজে একটা নাকট,0
1192," Afran Nisho আপনি আপনার carrier নষ্ট করছেন। আশা করসি এই ধরনের নাটক করবেন না। বাঙ্গালী যে কাউ ক তুলতে পারে আবার মুহূর্তের মধ্যে নামাতে পারে । সাফা কবিরের দিকে তাকান একটু । so, নাটক কে নাটকের জায়গায় রাখুন ।অশ্লীল কিছু দেখার জন্য আমরা নাটক দেখি না । আশা করি বুঝতে পারছেন। আপনার একজন ফ্যান",0
1193, নাটকটাতে পোশাকে সমস্যা আছে,0
1194, বিশ্বাস হচ্ছে না।  এরকম একটা বাজে আর অশ্লীল নাটকে আমি নিশোকে দেখলাম। কি মনে করে সে এইরকম একটা নাটকে কাজ করল বুঝতেই পারছি না।,0
1195, পরিচালক  একটা  গাঁজাখোর,0
1196, বাজে এত বাজে পোশাক,0
1197, বাজে নাটক।,0
1198, প্রথমে একটু ফস্টি নস্টি হইবো।পরে একটু কান্নাকাটি  করে মিলে যাইবো।এটাই বাংলা নাটক।।কোনা আগা হোগা নাই।,0
1199, এই first boss এর কোনো natok এ dislike দিলাম Khob কষ্ট লাগল তারপরও দিলাম বাজে ডাইলক বাজে body language,0
1200," গল্প, কাহিনীচিত্র, সংলাপ । তিনটাই মিসিং । It is just a video clip, without any content Sorry :(",0
1201, নিশো ভাইরে নিজের ওয়েট নিজে নষ্ট করিস না।এইরকম বাজে শব্দ ব্যবহার করার মানে কি??,0
1202, এত ফালতু নাটক?!! ছিহ,0
1203, নিশোর নাটক দেখে পুরাটা দেখলামযত্তসব ফালতু নেকামি,0
1204, এত বিশ্রি নাটক বাবতে পারিনি! ল্যাংগুয়েজ  ফালতু। আজাইরা নাটক,0
1205, এখন পর্যন্ত নিশো ভাইয়ের ক্যারিয়ারের সবচেয়ে বাজে একটা কাজ।,0
1206," বাল এর নাটকবাল এর পরিচালকশালা এই ধরনের পরিচালক দের জন্যই আমাদের নাটক গুলা নষ্ট হয়ে যাইতেছে,অশ্লীলতা তে ভরা নাটক টি,,বস হয়েই এইরকম নাটক এ অভিনয় করলো কেনো সেইটাই বুঝলাম না।",0
1207, ফালতু কাহিনী,0
1208," বস্তি তিশা,মারা খাওয়া এমন কেন,দেখতে।",0
1209, অশ্লীলতায় ফেমাস হওয়া যায় না!!,0
1210, ফালতু ধুর বাল।।,0
1211, আশ্লিলতায় ভরপুর বাজে নাটক,0
1212, এমন ডাবল মিনিং ডায়লগ আর বাজে অংগভঙ্গি দিয়ে নাটকটা নস্ট করে ফেলছেনিশো টাকাই সব না,0
1213, বাজে ডায়ালগ আর ইঙ্গিতের কি দরকার? আপনাদের নাটক তো এমনিতে সবাই দেখে তাহলে এইসবের মানে কি?? নাটককে ড্রয়িং রুমের পরিবেশের  মধ্যেই রাখুন।,0
1214, কমেন্ট পড়তে পড়তে নাটকটাই ভালো করে দেখা হল না,0
1215, ন্যাকামীতে পুর্ন,0
1216, সত্যি অসম,0
1217," ধুত্তুরি এই নাটক কি হলো, গল্প এলোমেলো, ল্যঙ্গুয়েজ খুব খুব বাযে, ব্রেকআপ এর পর নেশা করতে হয়? অন্যদের সাথে নোংরামি করা লাগে?  বুজি না শিক্ষনীয় ব্যাপার স্যাপার কি সেটাই বুজে আসে নাই",0
1218, ভাল লাগলো না just boring,0
1219, অশ্লীলতায় ভরপুর নাটক।,0
1220, এই রকম অশ্লীল অঙ্গী-ভঙ্গি শুরুতে না করলেও হত। বাংলা নাটক ভালো লাগে অশ্লীলতা নাই বলেই।,0
1221, কি আজব রে ভাই প্রেম এ পড়লেও কষ্ট না পড়লে ও কষ্ট কি আজব জিনিষ টা রে ভাই।,0
1222, বিশ্রী নাটক।নিশু অনেক বেয়াদব হয়ে গেছে,0
1223," ফালতু একটা নাটক বাস্তবতার সাতে কোন মিল নেয়, বালের নাটক,",0
1224, মেয়েদের বাজে ছেলে অনেক পছন্দ,0
1225," নাটকে কিন্তু অস্লিলতা বেশী দেখা যায়, কেনো এই রকম হয়, এই তানিশা কে খারাপ লাগে, ছি ছি ছি",0
1226," মনের মানুষের সাথে ব্রেকআপ হয়ে গেলে, তার প্রতি প্রেমটা আরো বেড়ে যায়।",0
1227," এখানে বিড়ি সিগারেট ফ্যাশন হিসেবে ব্যবহার করা হয়েছে,,, অনেক খারাপ।।",0
1228, বাজে নাটক টোটালই বাজে,0
1229, এবার প্যাঁচ আপ নামে একটা নাটক করেন,0
